report_date,load_type,load_time,load_weight,dropoff_site
2021-03-06,BRUSH,2021-03-06 01:44:00.000000 UTC,8600.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 02:08:00.000000 UTC,5720.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:20:00.000000 UTC,6060.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:50:00.000000 UTC,2440.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:55:00.000000 UTC,5100.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:26:00.000000 UTC,8280.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 10:11:00.000000 UTC,5980.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:03:00.000000 UTC,4740.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 12:58:00.000000 UTC,4420.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:01:00.000000 UTC,840.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:42:00.000000 UTC,8780.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:38:00.000000 UTC,5640.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00.000000 UTC,1180.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:20:00.000000 UTC,2620.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:31:00.000000 UTC,13320.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:10:00.000000 UTC,5040.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 11:26:00.000000 UTC,5460.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:46:00.000000 UTC,1980.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 11:59:00.000000 UTC,9920.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:18:00.000000 UTC,3960.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00.000000 UTC,2260.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:24:00.000000 UTC,9460.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:57:00.000000 UTC,8960.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 11:55:00.000000 UTC,16160.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:40:00.000000 UTC,6660.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:36:00.000000 UTC,11780.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00.000000 UTC,680.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:30:00.000000 UTC,5600.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 10:46:00.000000 UTC,4080.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:00:00.000000 UTC,8920.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:46:00.000000 UTC,3200.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:42:00.000000 UTC,5960.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 02:15:00.000000 UTC,3060.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 11:04:00.000000 UTC,8280.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 02:00:00.000000 UTC,4700.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:06:00.000000 UTC,8680.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:12:00.000000 UTC,8580.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 01:46:00.000000 UTC,11120.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:47:00.000000 UTC,5960.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:48:00.000000 UTC,7220.0,HORNSBY BEND
2021-03-20,BRUSH,2021-03-20 12:00:00.000000 UTC,1100.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 01:28:00.000000 UTC,4720.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:38:00.000000 UTC,6700.0,HORNSBY BEND
2021-02-28,BRUSH,2021-02-28 12:40:00.000000 UTC,6940.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:32:00.000000 UTC,7660.0,HORNSBY BEND
2021-03-06,BRUSH,2021-03-06 01:42:00.000000 UTC,5860.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 12:40:00.000000 UTC,14740.0,HORNSBY BEND
2021-03-27,BRUSH,2021-03-27 12:00:00.000000 UTC,1180.0,HORNSBY BEND
2021-03-07,BRUSH,2021-03-07 11:04:00.000000 UTC,6340.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 11:27:00.000000 UTC,3360.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:55:00.000000 UTC,2300.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:42:00.000000 UTC,3340.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:43:00.000000 UTC,1360.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:37:00.000000 UTC,16780.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:25:00.000000 UTC,1260.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:01:00.000000 UTC,7100.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 01:19:00.000000 UTC,4340.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 11:50:00.000000 UTC,1540.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 01:11:00.000000 UTC,3380.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:03:00.000000 UTC,1080.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:30:00.000000 UTC,9560.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:27:00.000000 UTC,880.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:35:00.000000 UTC,8740.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 01:08:00.000000 UTC,7400.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 01:08:00.000000 UTC,1820.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 01:12:00.000000 UTC,2120.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 12:27:00.000000 UTC,760.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 08:04:00.000000 UTC,2740.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 08:04:00.000000 UTC,5740.0,HORNSBY BEND
2021-05-15,BRUSH,2021-05-15 08:04:00.000000 UTC,3520.0,HORNSBY BEND
2021-03-06,YARD TRIMMING,2021-03-06 12:00:00.000000 UTC,20460.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 12:23:00.000000 UTC,5620.0,HORNSBY BEND
2021-06-05,BRUSH,2021-06-05 10:24:00.000000 UTC,13640.0,HORNSBY BEND
2021-01-16,BRUSH,2021-01-16 11:17:00.000000 UTC,5220.0,HORNSBY BEND
2021-01-16,BRUSH,2021-01-16 01:03:00.000000 UTC,8920.0,HORNSBY BEND
2021-01-16,BRUSH,2021-01-16 02:00:00.000000 UTC,2640.0,HORNSBY BEND
2021-01-23,BULK,2021-01-23 11:12:00.000000 UTC,9940.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 01:10:00.000000 UTC,1960.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:31:00.000000 UTC,10760.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:58:00.000000 UTC,3920.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:25:00.000000 UTC,13580.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 07:39:00.000000 UTC,5620.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:40:00.000000 UTC,7580.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 11:12:00.000000 UTC,12440.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 10:15:00.000000 UTC,10780.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:38:00.000000 UTC,5140.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 10:43:00.000000 UTC,9320.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:24:00.000000 UTC,10560.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:32:00.000000 UTC,2580.0,TDS LANDFILL
2021-01-23,BULK,2021-01-25 10:59:00.000000 UTC,9780.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 10:38:00.000000 UTC,2260.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:29:00.000000 UTC,11920.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 01:21:00.000000 UTC,9860.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 11:52:00.000000 UTC,12020.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 09:59:00.000000 UTC,10740.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 12:47:00.000000 UTC,9780.0,TDS LANDFILL
2021-01-23,BULK,2021-01-23 11:17:00.000000 UTC,11140.0,TDS LANDFILL
2021-03-06,BULK,2021-03-06 01:15:00.000000 UTC,3680.0,TDS LANDFILL
2021-05-15,BULK,2021-05-15 08:02:00.000000 UTC,9900.0,TDS LANDFILL
2021-05-15,BULK,2021-05-15 01:39:00.000000 UTC,2860.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 11:00:00.000000 UTC,8520.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 03:08:00.000000 UTC,6480.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 09:41:00.000000 UTC,3960.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 03:51:00.000000 UTC,10120.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 03:26:00.000000 UTC,13320.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 11:28:00.000000 UTC,10260.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 07:44:00.000000 UTC,7360.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 09:53:00.000000 UTC,13240.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 11:53:00.000000 UTC,9260.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 02:16:00.000000 UTC,5060.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 02:48:00.000000 UTC,12780.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 02:40:00.000000 UTC,14580.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 12:00:00.000000 UTC,12160.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 11:35:00.000000 UTC,5640.0,TDS LANDFILL
2021-07-08,BULK,2021-07-08 03:37:00.000000 UTC,28000.0,TDS LANDFILL
2021-06-19,BULK,2021-06-19 09:30:00.000000 UTC,6940.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 11:07:00.000000 UTC,8580.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:57:00.000000 UTC,4220.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 10:57:00.000000 UTC,12240.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 09:51:00.000000 UTC,9260.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:37:00.000000 UTC,9340.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:50:00.000000 UTC,7340.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:14:00.000000 UTC,6540.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:23:00.000000 UTC,12880.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 09:11:00.000000 UTC,12260.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:04:00.000000 UTC,9780.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 07:41:00.000000 UTC,9760.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 11:50:00.000000 UTC,5300.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 01:07:00.000000 UTC,12080.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 12:59:00.000000 UTC,12720.0,TDS LANDFILL
2021-05-01,BULK,2021-05-01 11:49:00.000000 UTC,5380.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 07:27:00.000000 UTC,2800.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 09:46:00.000000 UTC,13640.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 10:38:00.000000 UTC,8000.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 02:01:00.000000 UTC,4860.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 10:20:00.000000 UTC,12720.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 11:49:00.000000 UTC,10500.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 07:20:00.000000 UTC,5960.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 11:38:00.000000 UTC,6080.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 01:55:00.000000 UTC,7360.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 12:45:00.000000 UTC,14040.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 10:19:00.000000 UTC,7040.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 12:37:00.000000 UTC,12660.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 02:05:00.000000 UTC,4700.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 10:42:00.000000 UTC,11240.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 07:24:00.000000 UTC,4720.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 01:40:00.000000 UTC,8260.0,TDS LANDFILL
2021-07-03,BULK,2021-07-03 12:54:00.000000 UTC,14120.0,TDS LANDFILL
2021-06-12,BULK,2021-06-12 01:58:00.000000 UTC,5340.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 12:47:00.000000 UTC,11940.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 12:28:00.000000 UTC,10160.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 04:13:00.000000 UTC,12360.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 02:07:00.000000 UTC,8140.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 03:36:00.000000 UTC,8180.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:45:00.000000 UTC,12280.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 03:37:00.000000 UTC,14380.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:50:00.000000 UTC,11100.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 03:22:00.000000 UTC,16260.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 04:00:00.000000 UTC,4560.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:15:00.000000 UTC,4940.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:24:00.000000 UTC,8560.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 12:59:00.000000 UTC,12080.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:25:00.000000 UTC,8820.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 01:45:00.000000 UTC,6480.0,TDS LANDFILL
2021-06-05,BULK,2021-06-05 03:59:00.000000 UTC,13520.0,TDS LANDFILL
2021-02-11,BULK,2021-02-11 12:00:00.000000 UTC,6100.0,TDS LANDFILL
2021-02-19,BULK,2021-02-19 11:52:00.000000 UTC,5780.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 01:13:00.000000 UTC,4880.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 11:56:00.000000 UTC,9280.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:00:00.000000 UTC,5180.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 11:55:00.000000 UTC,11500.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:50:00.000000 UTC,6660.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:31:00.000000 UTC,11420.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 11:07:00.000000 UTC,5600.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:52:00.000000 UTC,11560.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:30:00.000000 UTC,10500.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:38:00.000000 UTC,7440.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:32:00.000000 UTC,4260.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:31:00.000000 UTC,10820.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:32:00.000000 UTC,8700.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 10:52:00.000000 UTC,8480.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:43:00.000000 UTC,4060.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:59:00.000000 UTC,8360.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 01:05:00.000000 UTC,12620.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:39:00.000000 UTC,8640.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:35:00.000000 UTC,10580.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:49:00.000000 UTC,5620.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 01:35:00.000000 UTC,2340.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:47:00.000000 UTC,5860.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:31:00.000000 UTC,5120.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 10:18:00.000000 UTC,3520.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 10:54:00.000000 UTC,5120.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:27:00.000000 UTC,13040.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 12:23:00.000000 UTC,12480.0,TDS LANDFILL
2021-02-27,BULK,2021-02-27 01:06:00.000000 UTC,8660.0,TDS LANDFILL
2021-02-27,BULK,2021-02-01 12:00:00.000000 UTC,5140.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 10:45:00.000000 UTC,12540.0,TDS LANDFILL
2021-05-08,BULK,2021-05-10 12:51:00.000000 UTC,12500.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 10:29:00.000000 UTC,3280.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:52:00.000000 UTC,12700.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:14:00.000000 UTC,11880.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:43:00.000000 UTC,5840.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 03:08:00.000000 UTC,10840.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 01:53:00.000000 UTC,6420.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 12:11:00.000000 UTC,11880.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 03:04:00.000000 UTC,5600.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 10:57:00.000000 UTC,5800.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 03:00:00.000000 UTC,5200.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:22:00.000000 UTC,15420.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 12:05:00.000000 UTC,7300.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:59:00.000000 UTC,5240.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:07:00.000000 UTC,11020.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:13:00.000000 UTC,15800.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 01:07:00.000000 UTC,5040.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 12:00:00.000000 UTC,9060.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:57:00.000000 UTC,4760.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:57:00.000000 UTC,8860.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:09:00.000000 UTC,11220.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 12:59:00.000000 UTC,12860.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:44:00.000000 UTC,6080.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 11:09:00.000000 UTC,12060.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 02:47:00.000000 UTC,4180.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 10:23:00.000000 UTC,10920.0,TDS LANDFILL
2021-05-08,BULK,2021-05-08 12:36:00.000000 UTC,12220.0,TDS LANDFILL
2021-04-24,BULK,2021-04-24 12:06:00.000000 UTC,14740.0,TDS LANDFILL
2021-04-24,BULK,2021-04-24 11:35:00.000000 UTC,11280.0,TDS LANDFILL
2021-04-24,BULK,2021-04-24 12:35:00.000000 UTC,10040.0,TDS LANDFILL
2021-04-24,BULK,2021-04-24 12:09:00.000000 UTC,9840.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 01:32:00.000000 UTC,9640.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 11:37:00.000000 UTC,8900.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 12:24:00.000000 UTC,14420.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 10:28:00.000000 UTC,12960.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 12:57:00.000000 UTC,13860.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 12:00:00.000000 UTC,9160.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 09:43:00.000000 UTC,5260.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 11:50:00.000000 UTC,12840.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 11:29:00.000000 UTC,6080.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 01:54:00.000000 UTC,6860.0,TDS LANDFILL
2021-04-17,BULK,2021-04-17 11:55:00.000000 UTC,11080.0,TDS LANDFILL
2021-04-10,ORGANICS,2021-04-10 12:00:00.000000 UTC,20.0,TDS LANDFILL
2021-04-24,ORGANICS,2021-04-24 01:00:00.000000 UTC,500.0,TDS LANDFILL
2021-01-09,DEAD ANIMAL,2021-01-08 12:50:00.000000 UTC,120.0,TDS LANDFILL
2021-01-16,DEAD ANIMAL,2021-01-16 12:46:00.000000 UTC,20.0,TDS LANDFILL
2021-01-23,DEAD ANIMAL,2021-01-23 01:45:00.000000 UTC,60.0,TDS LANDFILL
2021-01-30,DEAD ANIMAL,2021-01-29 12:47:00.000000 UTC,140.0,TDS LANDFILL
2021-02-06,DEAD ANIMAL,2021-02-05 02:00:00.000000 UTC,60.0,TDS LANDFILL
2021-05-15,DEAD ANIMAL,2021-05-15 02:31:00.000000 UTC,20.0,TDS LANDFILL
2021-05-22,DEAD ANIMAL,2021-05-22 01:27:00.000000 UTC,80.0,TDS LANDFILL
2021-02-27,ORGANICS,2021-02-27 01:44:00.000000 UTC,20.0,TDS LANDFILL
2021-03-06,DEAD ANIMAL,2021-03-05 02:51:00.000000 UTC,60.0,TDS LANDFILL
2021-05-29,DEAD ANIMAL,2021-05-29 12:00:00.000000 UTC,20.0,TDS LANDFILL
2021-03-13,ORGANICS,2021-03-13 12:00:00.000000 UTC,180.0,TDS LANDFILL
2021-03-20,DEAD ANIMAL,2021-03-20 01:41:00.000000 UTC,40.0,TDS LANDFILL
2021-06-05,DEAD ANIMAL,2021-06-05 02:20:00.000000 UTC,40.0,TDS LANDFILL
2021-06-12,DEAD ANIMAL,2021-06-12 01:19:00.000000 UTC,100.0,TDS LANDFILL
2021-06-19,DEAD ANIMAL,2021-06-19 12:57:00.000000 UTC,60.0,TDS LANDFILL
2021-06-26,ORGANICS,2021-06-26 01:38:00.000000 UTC,60.0,TDS LANDFILL
2021-07-03,DEAD ANIMAL,2021-07-03 02:21:00.000000 UTC,20.0,TDS LANDFILL
2021-02-28,GARBAGE COLLECTIONS,2021-03-05 12:56:00.000000 UTC,19400.0,TDS LANDFILL
2021-02-28,GARBAGE COLLECTIONS,2021-03-05 01:18:00.000000 UTC,14900.0,TDS LANDFILL
2021-02-19,GARBAGE COLLECTIONS,2021-02-19 11:24:00.000000 UTC,3080.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-12 10:14:00.000000 UTC,18480.0,TDS LANDFILL
2021-02-07,GARBAGE COLLECTIONS,2021-02-12 10:29:00.000000 UTC,14180.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-12 10:29:00.000000 UTC,14180.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-12 10:25:00.000000 UTC,18020.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 10:08:00.000000 UTC,17660.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 10:24:00.000000 UTC,20360.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 10:15:00.000000 UTC,23260.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 10:23:00.000000 UTC,16540.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 01:28:00.000000 UTC,21320.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:44:00.000000 UTC,16720.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 11:20:00.000000 UTC,15760.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:43:00.000000 UTC,19560.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 12:00:00.000000 UTC,22240.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:45:00.000000 UTC,22400.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:47:00.000000 UTC,18320.0,TDS LANDFILL
2021-02-11,GARBAGE COLLECTIONS,2021-02-11 09:51:00.000000 UTC,15940.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-09 12:00:00.000000 UTC,23060.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:00:00.000000 UTC,14120.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:00:00.000000 UTC,9180.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:40:00.000000 UTC,26460.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:33:00.000000 UTC,17840.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:51:00.000000 UTC,22480.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 12:46:00.000000 UTC,16060.0,TDS LANDFILL
2021-07-08,GARBAGE COLLECTIONS,2021-07-08 01:04:00.000000 UTC,6700.0,TDS LANDFILL
2021-05-01,MIXED LITTER,2021-05-01 11:14:00.000000 UTC,5060.0,TDS LANDFILL
2021-05-08,MIXED LITTER,2021-05-08 12:33:00.000000 UTC,4620.0,TDS LANDFILL
2021-04-24,SWEEPING,2021-04-24 11:40:00.000000 UTC,7400.0,TDS LANDFILL
2021-01-09,SWEEPING,2021-01-09 08:10:00.000000 UTC,8280.0,TDS LANDFILL
2021-01-09,SWEEPING,2021-01-09 10:55:00.000000 UTC,8360.0,TDS LANDFILL
2021-01-09,SWEEPING,2021-01-09 09:10:00.000000 UTC,10300.0,TDS LANDFILL
