report_date,load_type,load_time,load_weight,dropoff_site
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:22:00.000000 UTC,12920.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:00:00.000000 UTC,18680.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:00:00.000000 UTC,20880.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:00:00.000000 UTC,14700.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:11:00.000000 UTC,12960.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:18:00.000000 UTC,14280.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:33:00.000000 UTC,12100.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:19:00.000000 UTC,8260.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-09 12:10:00.000000 UTC,22460.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:05:00.000000 UTC,20160.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:05:00.000000 UTC,13080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:10:00.000000 UTC,21720.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 04:07:00.000000 UTC,6380.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 10:43:00.000000 UTC,7120.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 01:21:00.000000 UTC,4760.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 09:04:00.000000 UTC,5600.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 02:32:00.000000 UTC,9520.0,TDS LANDFILL
2021-03-10,LITTER,2021-03-10 12:00:00.000000 UTC,2720.0,TDS LANDFILL
2021-03-10,MIXED LITTER,2021-03-10 12:00:00.000000 UTC,600.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 11:16:00.000000 UTC,15620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:20:00.000000 UTC,16220.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:10:00.000000 UTC,20100.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:45:00.000000 UTC,26620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:20:00.000000 UTC,17060.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:20:00.000000 UTC,10120.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 03:32:00.000000 UTC,23620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:09:00.000000 UTC,4680.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 02:47:00.000000 UTC,25320.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:03:00.000000 UTC,20340.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:55:00.000000 UTC,10780.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:11:00.000000 UTC,13760.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:02:00.000000 UTC,15260.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:34:00.000000 UTC,16820.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:23:00.000000 UTC,5160.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:50:00.000000 UTC,15040.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:17:00.000000 UTC,15140.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:05:00.000000 UTC,12060.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:26:00.000000 UTC,17260.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:30:00.000000 UTC,6620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:59:00.000000 UTC,6600.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:40:00.000000 UTC,14500.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:23:00.000000 UTC,17940.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 02:41:00.000000 UTC,22020.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:41:00.000000 UTC,29480.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:37:00.000000 UTC,5840.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 10:02:00.000000 UTC,12620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:34:00.000000 UTC,19240.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:33:00.000000 UTC,9560.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:47:00.000000 UTC,20680.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 10:42:00.000000 UTC,14420.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:49:00.000000 UTC,7100.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 04:45:00.000000 UTC,9360.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:15:00.000000 UTC,20940.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:00:00.000000 UTC,3280.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 02:00:00.000000 UTC,24560.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 11:45:00.000000 UTC,20120.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 04:30:00.000000 UTC,11080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:30:00.000000 UTC,22620.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:15:00.000000 UTC,6080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:15:00.000000 UTC,27220.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 04:30:00.000000 UTC,24900.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:00:00.000000 UTC,7080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 01:20:00.000000 UTC,15800.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:16:00.000000 UTC,7080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 02:13:00.000000 UTC,24880.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 05:48:00.000000 UTC,12660.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 11:54:00.000000 UTC,16540.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 02:07:00.000000 UTC,18940.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:22:00.000000 UTC,7260.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:01:00.000000 UTC,2240.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 03:13:00.000000 UTC,21080.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:20:00.000000 UTC,12860.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:16:00.000000 UTC,2680.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 06:17:00.000000 UTC,9340.0,TDS LANDFILL
2021-03-10,GARBAGE COLLECTIONS,2021-03-10 12:44:00.000000 UTC,11720.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 11:51:00.000000 UTC,2500.0,TDS LANDFILL
2021-03-10,SWEEPING,2021-03-10 01:06:00.000000 UTC,1000.0,TDS LANDFILL
2021-03-10,BULK,2021-03-10 09:27:00.000000 UTC,2380.0,TDS LANDFILL
2021-03-10,BULK,2021-03-10 02:03:00.000000 UTC,1300.0,TDS LANDFILL
2021-03-10,BULK,2021-03-10 11:01:00.000000 UTC,3840.0,TDS LANDFILL
2021-03-10,ORGANICS,2021-03-10 11:17:00.000000 UTC,16340.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:18:00.000000 UTC,12040.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:46:00.000000 UTC,16080.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:02:00.000000 UTC,8000.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:18:00.000000 UTC,14360.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:36:00.000000 UTC,16540.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:56:00.000000 UTC,5000.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:36:00.000000 UTC,14980.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 01:54:00.000000 UTC,12960.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:52:00.000000 UTC,6880.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:53:00.000000 UTC,5180.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:42:00.000000 UTC,15600.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:19:00.000000 UTC,3420.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:41:00.000000 UTC,17020.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 09:56:00.000000 UTC,16100.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:04:00.000000 UTC,4000.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:21:00.000000 UTC,13860.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:23:00.000000 UTC,5660.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:55:00.000000 UTC,13340.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 09:46:00.000000 UTC,13800.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:02:00.000000 UTC,14260.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:51:00.000000 UTC,6780.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:57:00.000000 UTC,9980.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:18:00.000000 UTC,4620.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:48:00.000000 UTC,12760.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 01:54:00.000000 UTC,60.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:46:00.000000 UTC,9140.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:13:00.000000 UTC,14260.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:11:00.000000 UTC,14360.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 08:15:00.000000 UTC,17500.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:28:00.000000 UTC,14480.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:16:00.000000 UTC,12220.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:02:00.000000 UTC,17820.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:53:00.000000 UTC,17160.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:30:00.000000 UTC,6060.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:04:00.000000 UTC,10960.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:00:00.000000 UTC,8660.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:04:00.000000 UTC,20300.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:32:00.000000 UTC,17660.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:47:00.000000 UTC,5820.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:40:00.000000 UTC,4860.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:09:00.000000 UTC,11460.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:01:00.000000 UTC,5720.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:03:00.000000 UTC,10700.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:24:00.000000 UTC,15020.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:20:00.000000 UTC,18020.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:56:00.000000 UTC,15240.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:49:00.000000 UTC,18060.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:41:00.000000 UTC,17620.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:37:00.000000 UTC,3960.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:50:00.000000 UTC,13240.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:44:00.000000 UTC,13780.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:58:00.000000 UTC,15320.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 09:00:00.000000 UTC,17680.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:03:00.000000 UTC,11320.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 04:54:00.000000 UTC,9660.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 01:24:00.000000 UTC,10040.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:12:00.000000 UTC,14420.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:04:00.000000 UTC,16500.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 01:23:00.000000 UTC,14640.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:57:00.000000 UTC,14360.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 07:00:00.000000 UTC,15960.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:00:00.000000 UTC,18140.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-11 08:00:00.000000 UTC,9820.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:40:00.000000 UTC,15200.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:00:00.000000 UTC,11820.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 10:00:00.000000 UTC,13940.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:40:00.000000 UTC,15720.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:49:00.000000 UTC,15180.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 03:00:00.000000 UTC,13140.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 07:00:00.000000 UTC,10740.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 09:00:00.000000 UTC,16980.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 05:00:00.000000 UTC,16980.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 12:00:00.000000 UTC,16700.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 07:00:00.000000 UTC,6640.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:00:00.000000 UTC,9580.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 03:23:00.000000 UTC,16060.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 11:00:00.000000 UTC,13120.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 07:00:00.000000 UTC,11260.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:00:00.000000 UTC,16360.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 07:00:00.000000 UTC,9580.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-12 12:00:00.000000 UTC,13600.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-12 12:21:00.000000 UTC,13680.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:47:00.000000 UTC,7940.0,ORGANICS BY GOSH
2021-03-10,ORGANICS,2021-03-10 02:57:00.000000 UTC,8580.0,ORGANICS BY GOSH
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:56:00.000000 UTC,3720.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:47:00.000000 UTC,4340.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:51:00.000000 UTC,5380.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 09:32:00.000000 UTC,4180.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:25:00.000000 UTC,8420.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:30:00.000000 UTC,11760.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 01:10:00.000000 UTC,17220.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:30:00.000000 UTC,12800.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 01:15:00.000000 UTC,8840.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 01:00:00.000000 UTC,15860.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:00:00.000000 UTC,13510.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:00:00.000000 UTC,13620.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:00:00.000000 UTC,4460.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,10660.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:00:00.000000 UTC,16080.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:00:00.000000 UTC,17080.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:38:00.000000 UTC,9400.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:13:00.000000 UTC,10420.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:41:00.000000 UTC,7660.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:43:00.000000 UTC,7240.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:39:00.000000 UTC,10540.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-11 06:33:00.000000 UTC,10460.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:35:00.000000 UTC,6120.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:42:00.000000 UTC,12020.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:47:00.000000 UTC,10180.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:41:00.000000 UTC,6280.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:55:00.000000 UTC,13180.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:50:00.000000 UTC,11640.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:27:00.000000 UTC,11360.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 03:18:00.000000 UTC,7340.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:02:00.000000 UTC,8120.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:31:00.000000 UTC,12580.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:08:00.000000 UTC,10140.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:33:00.000000 UTC,5640.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 12:45:00.000000 UTC,12260.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 11:25:00.000000 UTC,10120.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:31:00.000000 UTC,4280.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:24:00.000000 UTC,9040.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:19:00.000000 UTC,11880.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:30:00.000000 UTC,6740.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:40:00.000000 UTC,6260.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:00:00.000000 UTC,5840.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,11500.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:00:00.000000 UTC,5640.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,6140.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,12040.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:00:00.000000 UTC,7600.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,12540.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:00:00.000000 UTC,12860.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:00:00.000000 UTC,4540.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 02:29:00.000000 UTC,6560.0,BALCONES RECYCLING
2021-03-10,RECYCLING - SINGLE STREAM,2021-03-10 10:18:00.000000 UTC,10260.0,BALCONES RECYCLING
2021-03-10,RECYCLED METAL,2021-03-10 11:31:00.000000 UTC,500.0,AUSTIN IRON AND METAL
2021-03-11,SWEEPING,2021-03-11 05:35:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 02:10:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 08:50:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 09:50:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 11:45:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 12:00:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 04:45:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 01:20:00.000000 UTC,,ONION CREEK
2021-03-11,SWEEPING,2021-03-11 10:30:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 02:25:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 04:45:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 01:20:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 01:25:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 11:30:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 10:30:00.000000 UTC,,PARK CENTER
2021-03-11,SWEEPING,2021-03-11 09:30:00.000000 UTC,,PARK CENTER
2021-03-11,BRUSH,2021-03-11 11:42:00.000000 UTC,4600.0,HORNSBY BEND
2021-03-11,BRUSH,2021-03-11 02:15:00.000000 UTC,6560.0,HORNSBY BEND
2021-03-11,BRUSH,2021-03-11 04:00:00.000000 UTC,9120.0,HORNSBY BEND
2021-03-11,BRUSH,2021-03-11 01:45:00.000000 UTC,8980.0,HORNSBY BEND
2021-03-11,BRUSH,2021-03-11 10:30:00.000000 UTC,5440.0,HORNSBY BEND
2021-03-11,DEAD ANIMAL,2021-03-11 01:00:00.000000 UTC,380.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:00:00.000000 UTC,17540.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:21:00.000000 UTC,15940.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:36:00.000000 UTC,18780.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:51:00.000000 UTC,15740.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:33:00.000000 UTC,22160.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 01:15:00.000000 UTC,7780.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:00:00.000000 UTC,22900.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:15:00.000000 UTC,20360.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 11:00:00.000000 UTC,23580.0,TDS LANDFILL
2021-03-11,GARBAGE COLLECTIONS,2021-03-11 12:00:00.000000 UTC,10040.0,TDS LANDFILL
