load_id,report_date,load_type,load_time,load_weight,dropoff_site,route_type,route_number
145686,16/09/2005,RECYCLING - PAPER,16/09/2005 1:52:00,2220,MRF,RECYCLING - SINGLE STREAM,DF1
287036,04/07/2008,RECYCLING - PAPER,04/07/2008 10:34:00,720,MRF,RECYCLING - SINGLE STREAM,DF1
241656,31/08/2007,RECYCLING - PAPER,31/08/2007 12:10:00,1380,MRF,RECYCLING - SINGLE STREAM,DF1
338738,28/08/2009,RECYCLING - SINGLE STREAM,28/08/2009 8:53:00,4300,MRF,RECYCLING - SINGLE STREAM,DF1
276415,25/04/2008,RECYCLING - PAPER,25/04/2008 2:23:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
169050,10/03/2006,RECYCLING - COMINGLE,10/03/2006 1:23:00,1020,MRF,RECYCLING - SINGLE STREAM,DF1
261769,18/01/2008,RECYCLING - COMINGLE,18/01/2008 12:37:00,1720,MRF,RECYCLING - SINGLE STREAM,DF1
228300,25/05/2007,RECYCLING - COMINGLE,25/05/2007 11:43:00,340,MRF,RECYCLING - SINGLE STREAM,DF1
190092,11/08/2006,RECYCLING - PAPER,11/08/2006 12:00:00,1880,MRF,RECYCLING - SINGLE STREAM,DF1
335892,31/07/2009,RECYCLING - SINGLE STREAM,31/07/2009 4:06:00,2120,MRF,RECYCLING - SINGLE STREAM,DF1
313119,23/01/2009,RECYCLING - SINGLE STREAM,23/01/2009 3:18:00,3980,MRF,RECYCLING - SINGLE STREAM,DF1
212828,26/01/2007,RECYCLING - COMINGLE,26/01/2007 2:21:00,1460,MRF,RECYCLING - SINGLE STREAM,DF1
373719,02/07/2010,RECYCLING - SINGLE STREAM,02/07/2010 3:27:00,4520,MRF,RECYCLING - SINGLE STREAM,DF1
270841,21/03/2008,RECYCLING - COMINGLE,21/03/2008 1:57:00,1340,MRF,RECYCLING - SINGLE STREAM,DF1
350348,11/12/2009,RECYCLING - SINGLE STREAM,11/12/2009 12:48:00,5340,MRF,RECYCLING - SINGLE STREAM,DF1
327603,22/05/2009,RECYCLING - SINGLE STREAM,22/05/2009 11:16:00,4080,MRF,RECYCLING - SINGLE STREAM,DF1
308874,19/12/2008,RECYCLING - SINGLE STREAM,19/12/2008 10:15:00,5400,MRF,RECYCLING - SINGLE STREAM,DF1
118843,18/02/2005,RECYCLING - COMINGLE,18/02/2005 12:42:00,820,MRF,RECYCLING - SINGLE STREAM,DF1
381163,10/09/2010,RECYCLING - SINGLE STREAM,10/09/2010 11:16:00,9340,MRF,RECYCLING - SINGLE STREAM,DF1
361457,19/03/2010,RECYCLING - SINGLE STREAM,19/03/2010 10:13:00,5660,MRF,RECYCLING - SINGLE STREAM,DF1
307981,12/12/2008,RECYCLING - SINGLE STREAM,12/12/2008 12:33:00,5080,MRF,RECYCLING - SINGLE STREAM,DF1
298438,26/09/2008,RECYCLING - COMINGLE,26/09/2008 1:32:00,1380,MRF,RECYCLING - SINGLE STREAM,DF1
335148,24/07/2009,RECYCLING - SINGLE STREAM,24/07/2009 9:59:00,3680,MRF,RECYCLING - SINGLE STREAM,DF1
209605,06/01/2007,RECYCLING - PAPER,06/01/2007 12:18:00,1160,MRF,RECYCLING - SINGLE STREAM,DF1
319761,13/03/2009,RECYCLING - SINGLE STREAM,13/03/2009 4:13:00,4560,MRF,RECYCLING - SINGLE STREAM,DF1
153636,18/11/2005,RECYCLING - PAPER,18/11/2005 12:44:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
272494,28/03/2008,RECYCLING - COMINGLE,28/03/2008 11:36:00,2320,MRF,RECYCLING - SINGLE STREAM,DF1
143085,26/08/2005,RECYCLING - COMINGLE,26/08/2005 12:49:00,1520,MRF,RECYCLING - SINGLE STREAM,DF1
284982,20/06/2008,RECYCLING - PAPER,20/06/2008 11:07:00,1500,MRF,RECYCLING - SINGLE STREAM,DF1
148315,07/10/2005,RECYCLING - PAPER,07/10/2005 11:14:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
196089,08/09/2006,RECYCLING - PAPER,08/09/2006 12:02:00,1840,MRF,RECYCLING - SINGLE STREAM,DF1
273361,04/04/2008,RECYCLING - PAPER,04/04/2008 12:17:00,1560,MRF,RECYCLING - SINGLE STREAM,DF1
242495,07/09/2007,RECYCLING - COMINGLE,07/09/2007 11:28:00,1860,MRF,RECYCLING - SINGLE STREAM,DF1
266159,15/02/2008,RECYCLING - PAPER,15/02/2008 12:21:00,1480,MRF,RECYCLING - SINGLE STREAM,DF1
332377,26/06/2009,RECYCLING - SINGLE STREAM,26/06/2009 2:54:00,840,MRF,RECYCLING - SINGLE STREAM,DF1
359401,26/02/2010,RECYCLING - SINGLE STREAM,26/02/2010 9:02:00,5720,MRF,RECYCLING - SINGLE STREAM,DF1
315788,13/02/2009,RECYCLING - SINGLE STREAM,13/02/2009 6:00:00,1700,MRF,RECYCLING - SINGLE STREAM,DF1
356716,05/02/2010,RECYCLING - SINGLE STREAM,05/02/2010 12:51:00,2840,MRF,RECYCLING - SINGLE STREAM,DF1
287889,11/07/2008,RECYCLING - PAPER,11/07/2008 1:26:00,1640,MRF,RECYCLING - SINGLE STREAM,DF1
325252,01/05/2009,RECYCLING - SINGLE STREAM,01/05/2009 9:58:00,5160,MRF,RECYCLING - SINGLE STREAM,DF1
304017,07/11/2008,RECYCLING - SINGLE STREAM,07/11/2008 1:30:00,5320,MRF,RECYCLING - SINGLE STREAM,DF1
344188,16/10/2009,RECYCLING - SINGLE STREAM,16/10/2009 12:02:00,4540,MRF,RECYCLING - SINGLE STREAM,DF1
296035,05/09/2008,RECYCLING - COMINGLE,05/09/2008 2:41:00,940,MRF,RECYCLING - SINGLE STREAM,DF1
233837,06/07/2007,RECYCLING - COMINGLE,06/07/2007 11:02:00,1660,MRF,RECYCLING - SINGLE STREAM,DF1
379821,27/08/2010,RECYCLING - SINGLE STREAM,27/08/2010 1:31:00,15220,MRF,RECYCLING - SINGLE STREAM,DF1
235979,20/07/2007,RECYCLING - PAPER,20/07/2007 10:17:00,2320,MRF,RECYCLING - SINGLE STREAM,DF1
340418,11/09/2009,RECYCLING - SINGLE STREAM,11/09/2009 11:29:00,5000,MRF,RECYCLING - SINGLE STREAM,DF1
158059,23/12/2005,RECYCLING - PAPER,23/12/2005 10:07:00,2100,MRF,RECYCLING - SINGLE STREAM,DF1
163133,27/01/2006,RECYCLING - COMINGLE,27/01/2006 12:00:00,2040,MRF,RECYCLING - SINGLE STREAM,DF1
263027,25/01/2008,RECYCLING - COMINGLE,25/01/2008 9:31:00,2060,MRF,RECYCLING - SINGLE STREAM,DF1
187491,21/07/2006,RECYCLING - PAPER,21/07/2006 12:11:00,1900,MRF,RECYCLING - SINGLE STREAM,DF1
209603,06/01/2007,RECYCLING - COMINGLE,06/01/2007 12:27:00,1340,MRF,RECYCLING - SINGLE STREAM,DF1
352675,02/01/2010,RECYCLING - SINGLE STREAM,02/01/2010 2:41:00,1960,MRF,RECYCLING - SINGLE STREAM,DF1
276143,18/04/2008,RECYCLING - PAPER,18/04/2008 12:33:00,2040,MRF,RECYCLING - SINGLE STREAM,DF1
340417,11/09/2009,RECYCLING - SINGLE STREAM,11/09/2009 8:24:00,4900,MRF,RECYCLING - SINGLE STREAM,DF1
242496,07/09/2007,RECYCLING - PAPER,07/09/2007 11:25:00,1380,MRF,RECYCLING - SINGLE STREAM,DF1
159888,30/12/2005,RECYCLING - COMINGLE,30/12/2005 12:00:00,2760,MRF,RECYCLING - SINGLE STREAM,DF1
240350,24/08/2007,RECYCLING - COMINGLE,24/08/2007 10:21:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
235848,13/07/2007,RECYCLING - PAPER,13/07/2007 10:08:00,2680,MRF,RECYCLING - SINGLE STREAM,DF1
334228,17/07/2009,RECYCLING - SINGLE STREAM,17/07/2009 11:34:00,4560,MRF,RECYCLING - SINGLE STREAM,DF1
381870,17/09/2010,RECYCLING - SINGLE STREAM,17/09/2010 12:46:00,6420,MRF,RECYCLING - SINGLE STREAM,DF1
292091,08/08/2008,RECYCLING - PAPER,08/08/2008 11:08:00,1400,MRF,RECYCLING - SINGLE STREAM,DF1
107845,27/11/2004,RECYCLING - PAPER,27/11/2004 11:52:00,240,MRF,RECYCLING - SINGLE STREAM,DF1
258377,29/12/2007,RECYCLING - PAPER,29/12/2007 12:23:00,280,MRF,RECYCLING - SINGLE STREAM,DF1
298439,26/09/2008,RECYCLING - PAPER,26/09/2008 1:27:00,1140,MRF,RECYCLING - SINGLE STREAM,DF1
120496,04/03/2005,RECYCLING - COMINGLE,04/03/2005 12:44:00,280,MRF,RECYCLING - SINGLE STREAM,DF1
107844,27/11/2004,RECYCLING - COMINGLE,27/11/2004 11:55:00,760,MRF,RECYCLING - SINGLE STREAM,DF1
107067,19/11/2004,RECYCLING - PAPER,19/11/2004 2:46:00,2080,MRF,RECYCLING - SINGLE STREAM,DF1
171659,31/03/2006,RECYCLING - COMINGLE,31/03/2006 9:41:00,2260,MRF,RECYCLING - SINGLE STREAM,DF1
286662,27/06/2008,RECYCLING - PAPER,27/06/2008 1:22:00,1320,MRF,RECYCLING - SINGLE STREAM,DF1
287035,04/07/2008,RECYCLING - COMINGLE,04/07/2008 10:37:00,1560,MRF,RECYCLING - SINGLE STREAM,DF1
235847,13/07/2007,RECYCLING - COMINGLE,13/07/2007 10:15:00,2020,MRF,RECYCLING - SINGLE STREAM,DF1
366949,30/04/2010,RECYCLING - SINGLE STREAM,30/04/2010 2:01:00,720,MRF,RECYCLING - SINGLE STREAM,DF1
107066,19/11/2004,RECYCLING - COMINGLE,19/11/2004 2:50:00,1360,MRF,RECYCLING - SINGLE STREAM,DF1
210981,12/01/2007,RECYCLING - COMINGLE,12/01/2007 11:03:00,2300,MRF,RECYCLING - SINGLE STREAM,DF1
139603,29/07/2005,RECYCLING - PAPER,29/07/2005 2:07:00,280,MRF,RECYCLING - SINGLE STREAM,DF1
367547,07/05/2010,RECYCLING - SINGLE STREAM,07/05/2010 10:01:00,6060,MRF,RECYCLING - SINGLE STREAM,DF1
